time,x,y,theta,theta_degree,v,omega
77.767,0.07074531790459063,0.10718926693959874,-2.0934139295658585,-119.94378293802068,0.08929747775615386,0.013566920235466151
77.8,0.069237709564239,0.10456971701932391,-2.09284370371864,-119.91111140360579,0.08930961230137612,0.01400492588474122
77.834,0.06776799456289287,0.10201396290619222,-2.09245046747577,-119.88858062653776,0.08932156159447825,0.013126715978631857
77.867,0.06630059497960847,0.09945938977932087,-2.0920138863026416,-119.86356636790262,0.0893326226301812,0.013372981299183375
77.9,0.06479115295832417,0.09682894216979515,-2.091560957020684,-119.83761543162856,0.08934315477102181,0.013633234125123206
77.934,0.06332700482195816,0.09427480722721249,-2.0911158078231065,-119.81211026135374,0.08935345279044915,0.012679535677992054
77.967,0.06186378079252041,0.09171963500602813,-2.090662941426516,-119.7861629281458,0.08936291083156256,0.012935267729484412
78.0,0.060356994500498945,0.08908569385140597,-2.0902300352516403,-119.76135923140028,0.08937183970873414,0.013199875184750371
78.034,0.058895467687823194,0.08652833266710326,-2.089804370625483,-119.73697044483346,0.08938048561438354,0.012264637987316196
78.067,0.05743490713752144,0.08397012335891821,-2.089373777624986,-119.71229928321709,0.08938833988940119,0.012514216988587706
78.1,0.0559306476890355,0.08133282085757867,-2.0889690196733315,-119.68910836086293,0.0893956647746256,0.012776012345231777
78.134,0.05447170861670286,0.07877261127041181,-2.0885731973920727,-119.66642941470955,0.08940265786135804,0.011860968681495481
78.167,0.053013946660558926,0.07621211160000094,-2.0881765818766396,-119.64370501958584,0.0894089077297544,0.012105895603635636
78.201,0.05151358540812768,0.07357448917818507,-2.0878199894450122,-119.62327377824728,0.08941479310050393,0.011968772929009917
78.234,0.05006101385560353,0.07101894386755271,-2.0875452468066165,-119.60753218461491,0.08941996772332182,0.01182458117426007
78.267,0.04862294226988187,0.0684881275886621,-2.087648527935465,-119.61344975740127,0.08942461267551569,0.01162715357274021
78.3,0.047166609454907235,0.06592738120043326,-2.0883606985910275,-119.65425413025808,0.08942872791584895,0.011824396232406111
78.334,0.04579260672788506,0.06351867241451176,-2.0900190104477647,-119.74926840076563,0.08943241378899408,0.01095800995977792
78.367,0.04443302618794098,0.0611460412926917,-2.0921059535196895,-119.86884143087099,0.08943545344631965,0.01154029057313331
78.4,0.04301896187262119,0.05869023463177139,-2.0941001646657753,-119.98310131299965,0.08943796329555051,0.012435381456426073
78.434,0.04161206730154592,0.05625601942449267,-2.0953347260789648,-120.05383647152512,0.0894399950437841,0.012248641650576023
78.467,0.040153880652024174,0.053736716027878426,-2.0954172226719034,-120.0585631781247,0.08944142915846974,0.01324854803423518
78.501,0.03863192234042534,0.051105492945369826,-2.094995383506754,-120.0343935743283,0.08944235254206616,0.013331589563189998
78.534,0.037156187189690874,0.048551674078126446,-2.094561061185111,-120.00950873834985,0.08944271086973413,0.013183050308572072
78.567,0.03568182542472174,0.04599774225584378,-2.094130075708794,-119.98481508952547,0.0894425393248883,0.013035558095376322
78.6,0.03416409589681558,0.043366061828521485,-2.093694192337983,-119.95984081201804,0.0894418379090513,0.013318869669309409
78.634,0.032692109919701985,0.04081112987849937,-2.0932731030577245,-119.93571417346104,0.08944056104548449,0.01232035639026244
78.667,0.031221420462148743,0.03825574205528036,-2.0928405293297216,-119.91092952451822,0.08943878385508917,0.012580303828045761
78.7,0.02970725378944897,0.035622136599633904,-2.092423970592182,-119.8870624669379,0.08943647682703687,0.0128526667105933
78.734,0.028238866787281696,0.03306554177373884,-2.092008779662544,-119.86327377897754,0.08943354574626114,0.011869085027732401
78.767,0.026771756730967065,0.030508719135659286,-2.091580437447895,-119.83873157789085,0.08943016305517264,0.01212736169229622
78.8,0.02526124868319195,0.027873758193043826,-2.091166930698918,-119.8150393863743,0.0894262506029513,0.012394859987956322
78.834,0.023797358330091976,0.02531771516768499,-2.0907351389137814,-119.79029953945756,0.08942166554388543,0.011427494758145957
78.867,0.02233933084255016,0.02276908186244499,-2.090195335323871,-119.75937107198968,0.08941667762784258,0.01161888090978135
78.9,0.02085359648538891,0.020167972511356533,-2.089340136094815,-119.71037176552193,0.08941116007038526,0.011676133812796958
78.934,0.01942590641258924,0.01766227906967205,-2.0882428239959188,-119.64750041344654,0.08940492140680656,0.01049973815569747
78.967,0.017977515676367746,0.015115206408246339,-2.0876595993361424,-119.6140841019334,0.08939832867244618,0.010822055726789381
79.0,0.016472592812045706,0.012466930000144122,-2.0874020213829434,-119.59932597231948,0.08939120645959076,0.011200859377303843
79.034,0.015017159822924241,0.009903453554354855,-2.0870466483483354,-119.57896459728369,0.08938331470015598,0.010262395830102232
79.067,0.013563435896129131,0.007340948566839764,-2.0866659674687655,-119.557153189543,0.08937511768503587,0.01049080441701504
79.1,0.012065973496383883,0.004699166099039429,-2.0863148244503904,-119.53703417658463,0.08936639139755044,0.010734334014759773
79.134,0.010613661855741736,0.0021349344316186868,-2.0859661847020297,-119.51705859043305,0.08935684718582468,0.009854656931675521
79.167,0.0091625045865605,-0.0004293740122928765,-2.085609684272283,-119.49663262041398,0.08934704655845417,0.010075337213408388
79.2,0.007668306535343835,-0.0030718428817265997,-2.0852750157595503,-119.47745752709847,0.08933671690806994,0.010306221155724618
79.234,0.0062189839327136415,-0.005636915314901007,-2.0849497208964776,-119.4588195043471,0.08932552102256312,0.009447912388437384
79.268,0.004770740479813712,-0.00820204057645647,-2.0846212521406056,-119.43999963093373,0.08931376376929931,0.00931170083467529
79.3,0.003279753140150183,-0.010844804484657588,-2.0843182292328803,-119.42263769722528,0.08930218541189278,0.010272293169449147
79.334,0.0018340253589076792,-0.013409074763694842,-2.084042649228411,-119.40684812605102,0.08928933876610405,0.00905112354229678
79.367,0.00039033557182585957,-0.015971407677093853,-2.0837648671523064,-119.39093238546582,0.08927633344376396,0.009261488222799647
79.4,-0.0010889036459237993,-0.01859831437183766,-2.083717968322502,-119.38824528045392,0.08926279972683857,0.00943686184761319
79.434,-0.0025061549898322847,-0.0211141856596087,-2.084122990697297,-119.41145135313805,0.0892483033693085,0.008575406906377044
79.467,-0.003888382427168462,-0.023562867902141484,-2.085350714850681,-119.48179476553322,0.08923369722637269,0.00875265814981661
79.5,-0.0052820233951859944,-0.026021676410644207,-2.0874308792815777,-119.60097940811684,0.08921856306796444,0.00915548357848209
79.534,-0.006636527175747512,-0.02839953830670077,-2.0895139816360073,-119.72033238131942,0.08920241818233539,0.008849437775104168
79.567,-0.008015248349221663,-0.030809382640829823,-2.0911331372206856,-119.81310316269652,0.08918621241157562,0.009736168192167419
79.6,-0.009483132966720813,-0.03336825445237178,-2.0918071651973302,-119.851722121032,0.08916947904775044,0.010731816442600704
79.634,-0.010946931881122389,-0.03591971385874887,-2.091495997305179,-119.83389351409176,0.08915168695283507,0.010248284610701425
79.667,-0.012409343924183414,-0.038470624059148875,-2.0911558383184436,-119.81440383978837,0.08913388287824185,0.01050283036453247
79.7,-0.013915122474219452,-0.041099128021496,-2.0908204616363206,-119.79518817135562,0.08911555167630897,0.010767306621729828
79.734,-0.015375554917173068,-0.0436503723443916,-2.090485528508202,-119.7759979166953,0.08909611382616704,0.009836315873821758
79.771,-0.0168343908597258,-0.046201202811961564,-2.0901414255853203,-119.75628227149608,0.08907432548759432,0.008641491545564053
79.801,-0.01833625305779748,-0.048829401903652425,-2.0898148802126078,-119.73757259982013,0.08905617327773653,0.011635127786510113
79.834,-0.019793070825402555,-0.05138077735310183,-2.0895314827730447,-119.72133512260834,0.08903570334564254,0.009766115388990845
79.867,-0.021248497933246284,-0.053931573618141534,-2.0891578782181344,-119.69992915840511,0.08901470716062367,0.009622314486882402
79.9,-0.022746767692388974,-0.056559816055403694,-2.0888233351044834,-119.68076124992776,0.08899318490978494,0.009846914432880802
79.934,-0.02419976956368166,-0.05911045447355637,-2.0885007047790425,-119.66227589393705,0.08897046045279261,0.008951470794608993
79.967,-0.02565112669687468,-0.06166011511039539,-2.088159745053517,-119.64274034068052,0.08894787072403885,0.00917027876498507
80.0,-0.02714488999299824,-0.06428626995057998,-2.087829349475609,-119.6238100684966,0.08892475552532235,0.009394192743024443
80.034,-0.028591100060051937,-0.06683084690284057,-2.087449589406573,-119.60205141931324,0.08890039048766175,0.00848704633522181
80.067,-0.030024251775665617,-0.06935531231689568,-2.0868122815230605,-119.56553636733756,0.08887620906489552,0.008562802805763554
80.1,-0.03148255733402961,-0.07192929406456938,-2.08582917986065,-119.50920879124912,0.08885150281146856,0.008513029420981304
